model,line_name,planning_year,case,unit,start_value,end_value
USENSYS,BASN_to_CANO,2027,full-base-200-retire,MW,100,100
USENSYS,BASN_to_CASO,2027,full-base-200-retire,MW,5920,5919
USENSYS,BASN_to_NWPP,2027,full-base-200-retire,MW,3350,3350
USENSYS,BASN_to_RMRG,2027,full-base-200-retire,MW,3750,3750
USENSYS,BASN_to_SRSG,2027,full-base-200-retire,MW,5385,5385
USENSYS,CANO_to_CASO,2027,full-base-200-retire,MW,3675,3675
USENSYS,CANO_to_NWPP,2027,full-base-200-retire,MW,3675,3675
USENSYS,CASO_to_NWPP,2027,full-base-200-retire,MW,2858,2858
USENSYS,CASO_to_SRSG,2027,full-base-200-retire,MW,4354,4354
USENSYS,FRCC_to_SRSE,2027,full-base-200-retire,MW,3600,3600
USENSYS,ISNE_to_NYCW,2027,full-base-200-retire,MW,760,760
USENSYS,ISNE_to_NYUP,2027,full-base-200-retire,MW,1400,1607
USENSYS,MISC_to_MISS,2027,full-base-200-retire,MW,1039,1039
USENSYS,MISC_to_MISW,2027,full-base-200-retire,MW,1655,1655
USENSYS,MISC_to_PJMC,2027,full-base-200-retire,MW,5244,5244
USENSYS,MISC_to_PJMW,2027,full-base-200-retire,MW,5441,5441
USENSYS,MISC_to_SPPC,2027,full-base-200-retire,MW,1430,1430
USENSYS,MISC_to_SPPS,2027,full-base-200-retire,MW,1172,1172
USENSYS,MISC_to_SRCE,2027,full-base-200-retire,MW,3745,3745
USENSYS,MISE_to_PJMW,2027,full-base-200-retire,MW,2662,2662
USENSYS,MISS_to_SPPS,2027,full-base-200-retire,MW,1697,3327
USENSYS,MISS_to_SRCE,2027,full-base-200-retire,MW,4092,4092
USENSYS,MISS_to_SRSE,2027,full-base-200-retire,MW,891,891
USENSYS,MISW_to_NWPP,2027,full-base-200-retire,MW,200,200
USENSYS,MISW_to_PJMC,2027,full-base-200-retire,MW,3200,3200
USENSYS,MISW_to_SPPN,2027,full-base-200-retire,MW,5512,5512
USENSYS,NWPP_to_RMRG,2027,full-base-200-retire,MW,400,400
USENSYS,NYCW_to_NYUP,2027,full-base-200-retire,MW,2489,2489
USENSYS,NYCW_to_PJME,2027,full-base-200-retire,MW,660,660
USENSYS,NYUP_to_PJME,2027,full-base-200-retire,MW,1255,1255
USENSYS,PJMC_to_PJMW,2027,full-base-200-retire,MW,980,980
USENSYS,PJMD_to_PJME,2027,full-base-200-retire,MW,1200,1605
USENSYS,PJMD_to_PJMW,2027,full-base-200-retire,MW,6930,6929
USENSYS,PJMD_to_SRCA,2027,full-base-200-retire,MW,1000,1000
USENSYS,PJME_to_PJMW,2027,full-base-200-retire,MW,3885,3885
USENSYS,PJMW_to_SRCA,2027,full-base-200-retire,MW,1219,1219
USENSYS,PJMW_to_SRCE,2027,full-base-200-retire,MW,3333,3333
USENSYS,RMRG_to_SPPC,2027,full-base-200-retire,MW,210,1292
USENSYS,RMRG_to_SPPN,2027,full-base-200-retire,MW,410,2688
USENSYS,RMRG_to_SRSG,2027,full-base-200-retire,MW,614,614
USENSYS,SPPC_to_SPPN,2027,full-base-200-retire,MW,1433,2968
USENSYS,SPPC_to_SPPS,2027,full-base-200-retire,MW,3372,3372
USENSYS,SPPS_to_SRSG,2027,full-base-200-retire,MW,1010,2803
USENSYS,SPPS_to_TRE,2027,full-base-200-retire,MW,600,1675
USENSYS,SPPS_to_TREW,2027,full-base-200-retire,MW,220,3592
USENSYS,SRCA_to_SRCE,2027,full-base-200-retire,MW,216,216
USENSYS,SRCA_to_SRSE,2027,full-base-200-retire,MW,1400,1400
USENSYS,SRCE_to_SRSE,2027,full-base-200-retire,MW,3196,3196
USENSYS,TRE_to_TREW,2027,full-base-200-retire,MW,16529,16528
USENSYS,SPPN_to_SPPS,2027,full-base-200-retire,MW,,806
USENSYS,BASN_to_CANO,2030,full-base-200-retire,MW,100,100
USENSYS,BASN_to_CASO,2030,full-base-200-retire,MW,5920,5920
USENSYS,BASN_to_NWPP,2030,full-base-200-retire,MW,3350,3350
USENSYS,BASN_to_RMRG,2030,full-base-200-retire,MW,3750,3750
USENSYS,BASN_to_SRSG,2030,full-base-200-retire,MW,5385,5385
USENSYS,CANO_to_CASO,2030,full-base-200-retire,MW,3675,3675
USENSYS,CANO_to_NWPP,2030,full-base-200-retire,MW,3675,3675
USENSYS,CASO_to_NWPP,2030,full-base-200-retire,MW,2858,2858
USENSYS,CASO_to_SRSG,2030,full-base-200-retire,MW,4354,5800
USENSYS,FRCC_to_SRSE,2030,full-base-200-retire,MW,3600,3600
USENSYS,ISNE_to_NYCW,2030,full-base-200-retire,MW,760,852
USENSYS,ISNE_to_NYUP,2030,full-base-200-retire,MW,1607,4968
USENSYS,MISC_to_MISS,2030,full-base-200-retire,MW,1039,1039
USENSYS,MISC_to_MISW,2030,full-base-200-retire,MW,1655,1655
USENSYS,MISC_to_PJMC,2030,full-base-200-retire,MW,5244,5244
USENSYS,MISC_to_PJMW,2030,full-base-200-retire,MW,5441,5441
USENSYS,MISC_to_SPPC,2030,full-base-200-retire,MW,1430,6214
USENSYS,MISC_to_SPPS,2030,full-base-200-retire,MW,1172,5462
USENSYS,MISC_to_SRCE,2030,full-base-200-retire,MW,3745,3745
USENSYS,MISE_to_PJMW,2030,full-base-200-retire,MW,2662,2662
USENSYS,MISS_to_SPPS,2030,full-base-200-retire,MW,3327,16970
USENSYS,MISS_to_SRCE,2030,full-base-200-retire,MW,4092,4092
USENSYS,MISS_to_SRSE,2030,full-base-200-retire,MW,891,9206
USENSYS,MISW_to_NWPP,2030,full-base-200-retire,MW,200,200
USENSYS,MISW_to_PJMC,2030,full-base-200-retire,MW,3200,9262
USENSYS,MISW_to_SPPN,2030,full-base-200-retire,MW,5512,5512
USENSYS,NWPP_to_RMRG,2030,full-base-200-retire,MW,400,3707
USENSYS,NYCW_to_NYUP,2030,full-base-200-retire,MW,2489,4221
USENSYS,NYCW_to_PJME,2030,full-base-200-retire,MW,660,5043
USENSYS,NYUP_to_PJME,2030,full-base-200-retire,MW,1255,5625
USENSYS,PJMC_to_PJMW,2030,full-base-200-retire,MW,980,9630
USENSYS,PJMD_to_PJME,2030,full-base-200-retire,MW,1605,4437
USENSYS,PJMD_to_PJMW,2030,full-base-200-retire,MW,6930,6930
USENSYS,PJMD_to_SRCA,2030,full-base-200-retire,MW,1000,1000
USENSYS,PJME_to_PJMW,2030,full-base-200-retire,MW,3885,6527
USENSYS,PJMW_to_SRCA,2030,full-base-200-retire,MW,1219,1219
USENSYS,PJMW_to_SRCE,2030,full-base-200-retire,MW,3333,3333
USENSYS,RMRG_to_SPPC,2030,full-base-200-retire,MW,1292,6658
USENSYS,RMRG_to_SPPN,2030,full-base-200-retire,MW,2688,3526
USENSYS,RMRG_to_SRSG,2030,full-base-200-retire,MW,614,733
USENSYS,SPPC_to_SPPN,2030,full-base-200-retire,MW,2968,2968
USENSYS,SPPC_to_SPPS,2030,full-base-200-retire,MW,3372,3372
USENSYS,SPPN_to_SPPS,2030,full-base-200-retire,MW,806,5434
USENSYS,SPPS_to_SRSG,2030,full-base-200-retire,MW,2803,6749
USENSYS,SPPS_to_TRE,2030,full-base-200-retire,MW,1674,7815
USENSYS,SPPS_to_TREW,2030,full-base-200-retire,MW,3592,6159
USENSYS,SRCA_to_SRCE,2030,full-base-200-retire,MW,216,216
USENSYS,SRCA_to_SRSE,2030,full-base-200-retire,MW,1400,1400
USENSYS,SRCE_to_SRSE,2030,full-base-200-retire,MW,3196,3196
USENSYS,TRE_to_TREW,2030,full-base-200-retire,MW,16529,16529
USENSYS,MISC_to_MISE,2030,full-base-200-retire,MW,,2693
USENSYS,MISC_to_SPPN,2030,full-base-200-retire,MW,,1463
USENSYS,MISE_to_MISW,2030,full-base-200-retire,MW,,732
USENSYS,MISS_to_SPPC,2030,full-base-200-retire,MW,,4861
USENSYS,NWPP_to_SPPN,2030,full-base-200-retire,MW,,1035
USENSYS,SRSG_to_TRE,2030,full-base-200-retire,MW,,1837
USENSYS,BASN_to_CANO,2035,full-base-200-retire,MW,100,100
USENSYS,BASN_to_CASO,2035,full-base-200-retire,MW,5920,5919
USENSYS,BASN_to_NWPP,2035,full-base-200-retire,MW,3350,3350
USENSYS,BASN_to_RMRG,2035,full-base-200-retire,MW,3750,3750
USENSYS,BASN_to_SRSG,2035,full-base-200-retire,MW,5385,5384
USENSYS,CANO_to_CASO,2035,full-base-200-retire,MW,3675,3675
USENSYS,CANO_to_NWPP,2035,full-base-200-retire,MW,3675,3675
USENSYS,CASO_to_NWPP,2035,full-base-200-retire,MW,2858,2858
USENSYS,CASO_to_SRSG,2035,full-base-200-retire,MW,5800,7376
USENSYS,FRCC_to_SRSE,2035,full-base-200-retire,MW,3600,3600
USENSYS,ISNE_to_NYCW,2035,full-base-200-retire,MW,852,2714
USENSYS,ISNE_to_NYUP,2035,full-base-200-retire,MW,4968,8384
USENSYS,MISC_to_MISE,2035,full-base-200-retire,MW,2693,2693
USENSYS,MISC_to_MISS,2035,full-base-200-retire,MW,1039,1039
USENSYS,MISC_to_MISW,2035,full-base-200-retire,MW,1655,1655
USENSYS,MISC_to_PJMC,2035,full-base-200-retire,MW,5244,5243
USENSYS,MISC_to_PJMW,2035,full-base-200-retire,MW,5441,7343
USENSYS,MISC_to_SPPC,2035,full-base-200-retire,MW,6214,8141
USENSYS,MISC_to_SPPN,2035,full-base-200-retire,MW,1463,2437
USENSYS,MISC_to_SPPS,2035,full-base-200-retire,MW,5462,5461
USENSYS,MISC_to_SRCE,2035,full-base-200-retire,MW,3745,3745
USENSYS,MISE_to_MISW,2035,full-base-200-retire,MW,732,732
USENSYS,MISE_to_PJMW,2035,full-base-200-retire,MW,2662,2662
USENSYS,MISS_to_SPPC,2035,full-base-200-retire,MW,4861,5323
USENSYS,MISS_to_SPPS,2035,full-base-200-retire,MW,16969,16968
USENSYS,MISS_to_SRCE,2035,full-base-200-retire,MW,4092,4092
USENSYS,MISS_to_SRSE,2035,full-base-200-retire,MW,9206,9205
USENSYS,MISW_to_NWPP,2035,full-base-200-retire,MW,200,200
USENSYS,MISW_to_PJMC,2035,full-base-200-retire,MW,9262,9261
USENSYS,MISW_to_SPPN,2035,full-base-200-retire,MW,5512,5511
USENSYS,NWPP_to_RMRG,2035,full-base-200-retire,MW,3707,4709
USENSYS,NYCW_to_NYUP,2035,full-base-200-retire,MW,4221,4221
USENSYS,NYCW_to_PJME,2035,full-base-200-retire,MW,5043,7201
USENSYS,NYUP_to_PJME,2035,full-base-200-retire,MW,5625,7283
USENSYS,PJMC_to_PJMW,2035,full-base-200-retire,MW,9630,9999
USENSYS,PJMD_to_PJME,2035,full-base-200-retire,MW,4437,4608
USENSYS,PJMD_to_PJMW,2035,full-base-200-retire,MW,6930,6929
USENSYS,PJMD_to_SRCA,2035,full-base-200-retire,MW,1000,1831
USENSYS,PJME_to_PJMW,2035,full-base-200-retire,MW,6527,26727
USENSYS,PJMW_to_SRCA,2035,full-base-200-retire,MW,1219,1219
USENSYS,PJMW_to_SRCE,2035,full-base-200-retire,MW,3333,3333
