Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,4.384032634344784e6,1067.6,0.4700592332782802
NY_Z_A_conventional_hydroelectric_1,2,1.3658816046797382e7,2434.9,0.6421245894558301
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,220779.2120366247,63.3,0.39924716745913247
NY_Z_D_conventional_hydroelectric_1,5,5.743223697757328e6,809.6,0.8120309968786489
NY_Z_F_conventional_hydroelectric_1,6,1.0680819990882007e6,274.6,0.44523719444741827
PJM_EMAC_conventional_hydroelectric_1,10,2.750241668637842e6,572.0,0.5503794419998755
PJM_Rest_conventional_hydroelectric_1,11,3.6152397330630827e6,1507.8,0.2744610605030188
NENG_Rest_conventional_steam_coal_1,1,3.667273431274105e6,437.99999999575647,0.958421519129795
NENG_Rest_natural_gas_fired_combined_cycle_1,1,0.2943674769548661,3721.8999957121396,0.0
NENG_Rest_natural_gas_fired_combined_cycle_2,1,3.405984834171645e7,10513.299999981995,0.3708438039116829
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,0.1998663246584501,933.1999998939428,0.0
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,0.10009548455718664,602.3999998757274,0.0
NENG_Rest_nuclear_1,1,3.2854547845717827,0.000398160965975336,0.0
NY_Z_A_natural_gas_fired_combined_cycle_1,2,0.21588209767447172,444.79999998011624,0.0
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,0.22797798732989474,46.99999995632842,0.0
NY_Z_A_natural_gas_steam_turbine_1,2,253455.79497632838,44.99999995300767,0.644728823873132
NY_Z_B_natural_gas_fired_combined_cycle_1,3,0.22817339659317282,119.09999993941479,0.0
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.032474109555311007,0.000160279955294107,0.0
NY_Z_B_nuclear_1,3,0.1198942339182041,2.077446448200959e-5,0.0
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,27789.073911643016,1768.1999746116876,0.001798995464868556
NY_Z_C&E_natural_gas_steam_turbine_1,4,0.16268784497142985,106.29999996871761,0.0
NY_Z_C&E_nuclear_1,4,2.0302351026190974e7,2699.9999011150726,0.8607359826408079
NY_Z_D_natural_gas_fired_combined_cycle_1,5,0.2584569061926962,279.9999996732051,0.0
NY_Z_D_natural_gas_fired_combined_cycle_2,5,0.26813937927979126,90.99999996925602,0.0
NY_Z_F_natural_gas_fired_combined_cycle_1,6,4.292969104821033e6,3499.799999990152,0.14041125168014287
NY_Z_F_natural_gas_fired_combined_cycle_2,6,0.25559201365708933,293.29999998529996,0.0
NY_Z_F_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,3.2008688176712496e6,746.4999998902139,0.49082360204489
NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,0.08040907291080182,21.69999998261865,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,0.03532021170674884,83.7999996257166,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,0.2553653868428588,24.79999964745948,0.0
NY_Z_J_natural_gas_fired_combined_cycle_1,8,1.067300550224648e6,756.5999999028941,0.16147592128851437
NY_Z_J_natural_gas_fired_combined_cycle_2,8,4.834576982157583e6,2828.3999990854713,0.19566134122253787
NY_Z_J_natural_gas_fired_combustion_turbine_1,8,0.0609190779590838,756.3999999309871,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_2,8,0.19589827105383906,1620.999999914375,0.0
NY_Z_K_natural_gas_fired_combined_cycle_1,9,367704.68111809535,220.09999997808828,0.1912346084128331
NY_Z_K_natural_gas_fired_combined_cycle_2,9,1.8235954711348885e6,527.8999998106442,0.3954250860129771
NY_Z_K_natural_gas_fired_combustion_turbine_1,9,0.07325648124118965,335.1999999624755,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_2,9,0.2000752409627611,533.499999924701,0.0
PJM_EMAC_conventional_steam_coal_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,10,1.0232616837095997e6,1958.6999996521463,0.059800685663724984
PJM_EMAC_natural_gas_fired_combined_cycle_2,10,4.597070482602282e7,11865.29999983009,0.44349610885047447
PJM_EMAC_natural_gas_fired_combined_cycle_3,10,0.05257043643578373,772.1999999840606,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,0.1267174727531895,549.899999902853,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,0.1504604366723084,2932.099999921294,0.0
PJM_EMAC_natural_gas_steam_turbine_1,10,0.13671614599716822,1526.599999857053,0.0
PJM_EMAC_nuclear_1,10,6.209277711066308e7,7347.69999869706,0.967335314293763
PJM_EMAC_nuclear_2,10,0.29365431414267457,4.0861663608282583e-5,0.0
PJM_Rest_conventional_steam_coal_1,11,1.844997553546197e8,29603.599860062477,0.7134090985575848
PJM_Rest_natural_gas_fired_combined_cycle_1,11,809471.2272234579,2133.899999932289,0.04342249037135178
PJM_Rest_natural_gas_fired_combined_cycle_2,11,5.094692319489447e7,24246.79999898599,0.24051983958897305
PJM_Rest_natural_gas_fired_combustion_turbine_1,11,227118.63734401562,614.7999994674428,0.04228694297170709
PJM_Rest_natural_gas_fired_combustion_turbine_2,11,534621.309190817,24327.79999930248,0.0025155375408251117
PJM_Rest_natural_gas_fired_combustion_turbine_3,11,0.028921207878140204,834.4999998486181,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_4,11,0.0545672880077309,361.89999986417774,0.0
PJM_Rest_nuclear_1,11,2.183212747450214e7,2965.0000023586713,0.8428663875068172
NENG_Rest_naturalgas_ccavgcf_moderate_0,1,0.3125197560336501,5.621553431705111e-5,0.0
NENG_Rest_naturalgas_ctavgcf_moderate_0,1,0.1457909156352988,9.545681269832155e-5,0.0
NENG_Rest_nuclear_nuclear_moderate_0,1,0.05812707066822904,1.041453112542718e-5,0.0
NENG_Rest_naturalgas_ccs100_moderate_0,1,0.06450655092440812,1.5360820604251822e-5,0.0
NY_Z_A_naturalgas_ccavgcf_moderate_0,2,0.4740464877427208,9.901869862349024e-5,0.0
NY_Z_A_naturalgas_ctavgcf_moderate_0,2,0.14829586916657347,0.00011698062878808506,0.0
NY_Z_A_nuclear_nuclear_moderate_0,2,0.05771117839863709,1.1314650461004583e-5,0.0
NY_Z_A_naturalgas_ccs100_moderate_0,2,0.05353766404187075,1.3797551620849383e-5,0.0
NY_Z_B_naturalgas_ccavgcf_moderate_0,3,2.4405853039969743,0.0004384527774465145,0.0
NY_Z_B_naturalgas_ctavgcf_moderate_0,3,0.11957352169016783,5.946565268077091e-5,0.0
NY_Z_B_nuclear_nuclear_moderate_0,3,0.05042817020788238,9.977402351382102e-6,0.0
NY_Z_B_naturalgas_ccs100_moderate_0,3,0.056591698329453564,1.4342086031279529e-5,0.0
NY_Z_C&E_naturalgas_ccavgcf_moderate_0,4,0.47279933410485003,9.456026747347372e-5,0.0
NY_Z_C&E_naturalgas_ctavgcf_moderate_0,4,0.12589992801296043,6.151452383073546e-5,0.0
NY_Z_C&E_nuclear_nuclear_moderate_0,4,0.04989848277668284,9.824076983889947e-6,0.0
NY_Z_C&E_naturalgas_ccs100_moderate_0,4,0.05539392325922173,1.3836437558355982e-5,0.0
NY_Z_D_naturalgas_ccavgcf_moderate_0,5,0.19636653772391202,4.432886126830004e-5,0.0
NY_Z_D_naturalgas_ctavgcf_moderate_0,5,0.159006554145128,0.0001353101437192859,0.0
NY_Z_D_nuclear_nuclear_moderate_0,5,0.049011320139227994,9.73330763123455e-6,0.0
NY_Z_D_naturalgas_ccs100_moderate_0,5,0.06150762791858224,1.580236236635402e-5,0.0
NY_Z_F_naturalgas_ccavgcf_moderate_0,6,0.7114284845559125,0.00013687109028825682,0.0
NY_Z_F_naturalgas_ctavgcf_moderate_0,6,0.1209936378344958,5.6706120128139135e-5,0.0
NY_Z_F_nuclear_nuclear_moderate_0,6,0.06117617929852803,1.1723970504923278e-5,0.0
NY_Z_F_naturalgas_ccs100_moderate_0,6,0.0680882283517694,1.7526374900348827e-5,0.0
NY_Z_G-I_naturalgas_ccavgcf_moderate_0,7,2.003526467645673e7,3288.356653086051,0.6974346881427336
NY_Z_G-I_naturalgas_ctavgcf_moderate_0,7,0.10080000924934751,3.820364146367757e-5,0.0
NY_Z_G-I_nuclear_nuclear_moderate_0,7,0.06282321727715819,1.1741615972380224e-5,0.0
